"YEAR","DATA_VALUE","LOWER_95_CI","UPPER_95_CI","CATEGORY","INDICATOR_TYPE","INDICATOR_NAME","INDICATOR_UNITS","SPECIES","REGION"
2023,943,0,2214,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","WAHOO","MID-ATLANTIC"
1981,19529,0,44639,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1982,31231,0,67959,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1983,65155,0,179706,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1984,20342,0,43786,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1985,45862,3344,88381,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1986,331004,42951,619057,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1987,747098,135016,1359181,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1988,61451,19898,103004,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1989,453944,243968,663921,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1990,91244,23643,158846,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1991,165978,60575,271380,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1992,44440,15000,73881,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1993,104557,51070,158045,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1994,589521,261370,917672,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1995,452571,187346,717796,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1996,106409,0,223828,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1997,266954,60802,473107,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1998,170961,61724,280199,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
1999,247236,133359,361113,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2000,264507,114161,414853,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2001,291836,152840,430831,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2002,134406,60381,208431,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2003,281511,163434,399588,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2004,82504,0,184379,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2005,193915,0,390413,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2006,80905,31747,130063,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2007,174968,37793,312144,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2008,16694,5177,28212,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2009,27028,0,55634,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2010,85056,0,207088,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2011,67438,10469,124408,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2012,200162,11457,388868,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2013,155678,0,312209,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2014,243592,24447,462737,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2015,99567,35948,163186,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2016,76008,33103,118913,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2017,291597,74416,508779,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2018,152874,19837,285911,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2019,65577,28689,102465,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2020,273053,100724,445382,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2021,345759,159395,532123,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2022,165194,94610,235778,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2023,123664,46829,200500,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
2024,160111,18893,301330,"Recreational","Socioeconomic","total_recreational_hms_landings_n","n","YELLOWFIN TUNA","MID-ATLANTIC"
